2014-04-08,BOS,TEX
2014-04-08,COL,CHW
2014-04-08,NYM,ATL
2014-04-08,CHW,COL
2014-04-08,KCR,TBR
2014-04-08,SFG,ARI
2014-04-08,NYY,BAL
2014-04-08,TEX,BOS
2014-04-08,CLE,SDP
2014-04-08,PHI,MIL
2014-04-08,TBR,KCR
2014-04-08,ATL,NYM
2014-04-08,LAA,SEA
2014-04-08,CIN,STL
2014-04-08,SDP,CLE
2014-04-08,MIL,PHI
2014-04-08,ARI,SFG
2014-04-08,MIA,WSN
2014-04-08,HOU,TOR
2014-04-08,TOR,HOU
2014-04-08,PIT,CHC
2014-04-08,SEA,LAA
2014-04-08,CHC,PIT
2014-04-08,WSN,MIA
2014-04-08,STL,CIN
2014-04-08,BAL,NYY
2014-04-09,ARI,SFG
2014-04-09,NYM,ATL
2014-04-09,LAA,SEA
2014-04-09,TOR,HOU
2014-04-09,CIN,STL
2014-04-09,BOS,TEX
2014-04-09,CHW,COL
2014-04-09,WSN,MIA
2014-04-09,ATL,NYM
2014-04-09,BAL,NYY
2014-04-09,MIL,PHI
2014-04-09,PIT,CHC
2014-04-09,CHC,PIT
2014-04-09,STL,CIN
2014-04-09,MIA,WSN
2014-04-09,NYY,BAL
2014-04-09,TBR,KCR
2014-04-09,PHI,MIL
2014-04-09,SEA,LAA
2014-04-09,KCR,TBR
2014-04-09,COL,CHW
2014-04-09,HOU,TOR
2014-04-09,SFG,ARI
2014-04-09,TEX,BOS
2014-04-09 (1),CLE,SDP
2014-04-09 (1),SDP,CLE
2014-04-09 (2),SDP,CLE
2014-04-09 (2),CLE,SDP
2014-04-10,PIT,CHC
2014-04-10,MIA,WSN
2014-04-10,NYM,ATL
2014-04-10,CLE,CHW
2014-04-10,MIL,PHI
2014-04-10,TOR,HOU
2014-04-10,NYY,BOS
2014-04-10,BOS,NYY
2014-04-10,CHW,CLE
2014-04-10,WSN,MIA
2014-04-10,ATL,NYM
2014-04-10,HOU,TOR
2014-04-10,CHC,PIT
2014-04-10,OAK,MIN
2014-04-10,MIN,OAK
2014-04-10,PHI,MIL
2014-04-11,MIL,PIT
2014-04-11,ARI,LAD
2014-04-11,PHI,MIA
2014-04-11,SFG,COL
2014-04-11,SDP,DET
2014-04-11,KCR,MIN
2014-04-11,CIN,TBR
2014-04-11,BAL,TOR
2014-04-11,LAD,ARI
2014-04-11,TBR,CIN
2014-04-11,OAK,SEA
2014-04-11,BOS,NYY
2014-04-11,CHW,CLE
2014-04-11,SEA,OAK
2014-04-11,MIA,PHI
2014-04-11,CLE,CHW
2014-04-11,TOR,BAL
2014-04-11,DET,SDP
2014-04-11,NYY,BOS
2014-04-11,PIT,MIL
2014-04-11,MIN,KCR
2014-04-11,COL,SFG
2014-04-12,DET,SDP
2014-04-12,KCR,MIN
2014-04-12,OAK,SEA
2014-04-12,LAD,ARI
2014-04-12,CLE,CHW
2014-04-12,SDP,DET
2014-04-12,CHC,STL
2014-04-12,ATL,WSN
2014-04-12,PIT,MIL
2014-04-12,SEA,OAK
2014-04-12,BOS,NYY
2014-04-12,COL,SFG
2014-04-12,CHW,CLE
2014-04-12,CIN,TBR
2014-04-12,WSN,ATL
2014-04-12,STL,CHC
2014-04-12,NYY,BOS
2014-04-12,ARI,LAD
2014-04-12,MIN,KCR
2014-04-12,SFG,COL
2014-04-12,TBR,CIN
2014-04-12,MIL,PIT
2014-04-13,NYM,LAA
2014-04-13,CIN,TBR
2014-04-13,NYY,BOS
2014-04-13,PHI,MIA
2014-04-13,WSN,ATL
2014-04-13,SEA,OAK
2014-04-13,CHC,STL
2014-04-13,MIA,PHI
2014-04-13,BOS,NYY
2014-04-13,STL,CHC
2014-04-13,BAL,TOR
2014-04-13,LAA,NYM
2014-04-13,SDP,DET
2014-04-13,MIN,KCR
2014-04-13,TEX,HOU
2014-04-13,PIT,MIL
2014-04-13,CLE,CHW
2014-04-13,LAD,ARI
2014-04-13,ARI,LAD
2014-04-13,HOU,TEX
2014-04-13,ATL,WSN
2014-04-13,OAK,SEA
2014-04-13,DET,SDP
2014-04-13,CHW,CLE
2014-04-13,KCR,MIN
2014-04-13,TOR,BAL
2014-04-13,TBR,CIN
2014-04-13,MIL,PIT
2014-04-14,MIL,STL
2014-04-14,ATL,PHI
2014-04-14,MIA,WSN
2014-04-14,SEA,TEX
2014-04-14,CIN,PIT
2014-04-14,COL,SDP
2014-04-14,ARI,NYM
2014-04-14,PIT,CIN
2014-04-14,OAK,LAA
2014-04-14,PHI,ATL
2014-04-14,BAL,TBR
2014-04-14,SDP,COL
2014-04-14,NYM,ARI
2014-04-14,TBR,BAL
2014-04-14,TEX,SEA
2014-04-14,LAA,OAK
2014-04-14,STL,MIL
2014-04-14,WSN,MIA
2014-04-15,COL,SDP
2014-04-15,WSN,MIA
2014-04-15,KCR,HOU
2014-04-15,MIN,TOR
2014-04-15,MIL,STL
2014-04-15,CHW,BOS
2014-04-15,TEX,SEA
2014-04-15,TOR,MIN
2014-04-15,ARI,NYM
2014-04-15,CIN,PIT
2014-04-15,HOU,KCR
2014-04-15,SEA,TEX
2014-04-15,SDP,COL
2014-04-15,STL,MIL
2014-04-15,BOS,CHW
2014-04-15,NYM,ARI
2014-04-15,PIT,CIN
2014-04-15,MIA,WSN
2014-04-16,TEX,SEA
2014-04-16,DET,CLE
2014-04-16,CIN,PIT
2014-04-16,TBR,BAL
2014-04-16,ATL,PHI
2014-04-16,BAL,TBR
2014-04-16,MIL,STL
2014-04-16,STL,MIL
2014-04-16,WSN,MIA
2014-04-16,SFG,LAD
2014-04-16,MIA,WSN
2014-04-16,PHI,ATL
2014-04-16,SDP,COL
2014-04-16,LAD,SFG
2014-04-16,NYM,ARI
2014-04-16,SEA,TEX
2014-04-16,COL,SDP
2014-04-16,ARI,NYM
2014-04-16,PIT,CIN
2014-04-16,CLE,DET
2014-04-16 (1),NYY,CHC
2014-04-16 (1),CHC,NYY
2014-04-16 (2),CHC,NYY
2014-04-16 (2),NYY,CHC
2014-04-17,KCR,HOU
2014-04-17,LAD,SFG
2014-04-17,TBR,NYY
2014-04-17,CHW,BOS
2014-04-17,SDP,COL
2014-04-17,DET,CLE
2014-04-17,WSN,STL
2014-04-17,TEX,SEA
2014-04-17,MIL,PIT
2014-04-17,CLE,DET
2014-04-17,COL,SDP
2014-04-17,HOU,KCR
2014-04-17,STL,WSN
2014-04-17,SEA,TEX
2014-04-17,ATL,PHI
2014-04-17,PHI,ATL
2014-04-17,BOS,CHW
2014-04-17,SFG,LAD
2014-04-17,NYY,TBR
2014-04-17,PIT,MIL
2014-04-17 (1),TOR,MIN
2014-04-17 (1),MIN,TOR
2014-04-17 (2),TOR,MIN
2014-04-17 (2),MIN,TOR
2014-04-18,SFG,SDP
2014-04-18,TBR,NYY
2014-04-18,MIA,SEA
2014-04-18,PIT,MIL
2014-04-18,TOR,CLE
2014-04-18,PHI,COL
2014-04-18,CLE,TOR
2014-04-18,SDP,SFG
2014-04-18,SEA,MIA
2014-04-18,CHC,CIN
2014-04-18,COL,PHI
2014-04-18,DET,LAA
2014-04-18,MIN,KCR
2014-04-18,LAA,DET
2014-04-18,CHW,TEX
2014-04-18,BOS,BAL
2014-04-18,WSN,STL
2014-04-18,TEX,CHW
2014-04-18,NYY,TBR
2014-04-18,HOU,OAK
2014-04-18,MIL,PIT
2014-04-18,NYM,ATL
2014-04-18,OAK,HOU
2014-04-18,ATL,NYM
2014-04-18,STL,WSN
2014-04-18,CIN,CHC
2014-04-18,KCR,MIN
2014-04-18,BAL,BOS
2014-04-19,STL,WSN
2014-04-19,TBR,NYY
2014-04-19,SEA,MIA
2014-04-19,MIN,KCR
2014-04-19,NYM,ATL
2014-04-19,OAK,HOU
2014-04-19,PHI,COL
2014-04-19,HOU,OAK
2014-04-19,TEX,CHW
2014-04-19,MIL,PIT
2014-04-19,COL,PHI
2014-04-19,SDP,SFG
2014-04-19,DET,LAA
2014-04-19,KCR,MIN
2014-04-19,CHC,CIN
2014-04-19,PIT,MIL
2014-04-19,CHW,TEX
2014-04-19,CIN,CHC
2014-04-19,LAA,DET
2014-04-19,TOR,CLE
2014-04-19,BOS,BAL
2014-04-19,SFG,SDP
2014-04-19,WSN,STL
2014-04-19,ATL,NYM
2014-04-19,CLE,TOR
2014-04-19,LAD,ARI
2014-04-19,MIA,SEA
2014-04-19,BAL,BOS
2014-04-19,ARI,LAD
2014-04-20,TEX,CHW
2014-04-20,COL,PHI
2014-04-20,CIN,CHC
2014-04-20,TOR,CLE
2014-04-20,CHW,TEX
2014-04-20,DET,LAA
2014-04-20,KCR,MIN
2014-04-20,MIA,SEA
2014-04-20,BAL,BOS
2014-04-20,ARI,LAD
2014-04-20,PHI,COL
2014-04-20,CHC,CIN
2014-04-20,LAA,DET
2014-04-20,SEA,MIA
2014-04-20,HOU,OAK
2014-04-20,SDP,SFG
2014-04-20,CLE,TOR
2014-04-20,STL,WSN
2014-04-20,SFG,SDP
2014-04-20,LAD,ARI
2014-04-20,BOS,BAL
2014-04-20,MIN,KCR
2014-04-20,OAK,HOU
2014-04-20,WSN,STL
2014-04-21,LAA,WSN
2014-04-21,NYM,STL
2014-04-21,SFG,COL
2014-04-21,WSN,LAA
2014-04-21,CHC,ARI
2014-04-21,KCR,CLE
2014-04-21,BOS,BAL
2014-04-21,STL,NYM
2014-04-21,PHI,LAD
2014-04-21,BAL,BOS
2014-04-21,MIL,SDP
2014-04-21,PIT,CIN
2014-04-21,CLE,KCR
2014-04-21,LAD,PHI
2014-04-21,TEX,OAK
2014-04-21,ARI,CHC
2014-04-21,OAK,TEX
2014-04-21,COL,SFG
2014-04-21,DET,CHW
2014-04-21,HOU,SEA
2014-04-21,CHW,DET
2014-04-21,SDP,MIL
2014-04-21,CIN,PIT
2014-04-21,SEA,HOU
2014-04-22,CHC,ARI
2014-04-22,TOR,BAL
2014-04-22,CHW,DET
2014-04-22,DET,CHW
2014-04-22,SFG,COL
2014-04-22,WSN,LAA
2014-04-22,SEA,HOU
2014-04-22,HOU,SEA
2014-04-22,BAL,TOR
2014-04-22,OAK,TEX
2014-04-22,KCR,CLE
2014-04-22,NYY,BOS
2014-04-22,COL,SFG
2014-04-22,MIN,TBR
2014-04-22,LAA,WSN
2014-04-22,PIT,CIN
2014-04-22,NYM,STL
2014-04-22,MIA,ATL
2014-04-22,STL,NYM
2014-04-22,BOS,NYY
2014-04-22,ATL,MIA
2014-04-22,TBR,MIN
2014-04-22,TEX,OAK
2014-04-22,CIN,PIT
2014-04-22,CLE,KCR
2014-04-22,ARI,CHC
2014-04-23,PIT,CIN
2014-04-23,WSN,LAA
2014-04-23,TOR,BAL
2014-04-23,CLE,KCR
2014-04-23,SDP,MIL
2014-04-23,BAL,TOR
2014-04-23,CHW,DET
2014-04-23,ARI,CHC
2014-04-23,STL,NYM
2014-04-23,BOS,NYY
2014-04-23,PHI,LAD
2014-04-23,NYY,BOS
2014-04-23,CIN,PIT
2014-04-23,MIL,SDP
2014-04-23,LAA,WSN
2014-04-23,NYM,STL
2014-04-23,KCR,CLE
2014-04-23,CHC,ARI
2014-04-23,OAK,TEX
2014-04-23,TEX,OAK
2014-04-23,MIA,ATL
2014-04-23,HOU,SEA
2014-04-23,DET,CHW
2014-04-23,ATL,MIA
2014-04-23,LAD,PHI
2014-04-23,SEA,HOU
2014-04-24,BOS,NYY
2014-04-24,OAK,HOU
2014-04-24,CHC,ARI
2014-04-24,TOR,BAL
2014-04-24,ARI,CHC
2014-04-24,NYM,STL
2014-04-24,HOU,OAK
2014-04-24,DET,CHW
2014-04-24,LAD,PHI
2014-04-24,PHI,LAD
2014-04-24,PIT,CIN
2014-04-24,NYY,BOS
2014-04-24,STL,NYM
2014-04-24,KCR,CLE
2014-04-24,CLE,KCR
2014-04-24,MIN,TBR
2014-04-24,CIN,PIT
2014-04-24,BAL,TOR
2014-04-24,CHW,DET
2014-04-24,TBR,MIN
2014-04-25,WSN,SDP
2014-04-25,STL,PIT
2014-04-25,LAA,NYY
2014-04-25,CLE,SFG
2014-04-25,PIT,STL
2014-04-25,KCR,BAL
2014-04-25,BAL,KCR
2014-04-25,BOS,TOR
2014-04-25,SEA,TEX
2014-04-25,NYM,MIA
2014-04-25,MIL,CHC
2014-04-25,ARI,PHI
2014-04-25,PHI,ARI
2014-04-25,SDP,WSN
2014-04-25,HOU,OAK
2014-04-25,TEX,SEA
2014-04-25,TBR,CHW
2014-04-25,SFG,CLE
2014-04-25,ATL,CIN
2014-04-25,DET,MIN
2014-04-25,OAK,HOU
2014-04-25,MIA,NYM
2014-04-25,MIN,DET
2014-04-25,NYY,LAA
2014-04-25,CHC,MIL
2014-04-25,TOR,BOS
2014-04-25,CIN,ATL
2014-04-25,CHW,TBR
2014-04-26,TEX,SEA
2014-04-26,CLE,SFG
2014-04-26,CIN,ATL
2014-04-26,OAK,HOU
2014-04-26,WSN,SDP
2014-04-26,STL,PIT
2014-04-26,ATL,CIN
2014-04-26,NYY,LAA
2014-04-26,MIN,DET
2014-04-26,TOR,BOS
2014-04-26,ARI,PHI
2014-04-26,SDP,WSN
2014-04-26,DET,MIN
2014-04-26,LAD,COL
2014-04-26,SFG,CLE
2014-04-26,CHC,MIL
2014-04-26,HOU,OAK
2014-04-26,SEA,TEX
2014-04-26,LAA,NYY
2014-04-26,CHW,TBR
2014-04-26,PIT,STL
2014-04-26,MIL,CHC
2014-04-26,COL,LAD
2014-04-26,BOS,TOR
2014-04-26,TBR,CHW
2014-04-26,PHI,ARI
2014-04-27,HOU,OAK
2014-04-27,TOR,BOS
2014-04-27,PIT,STL
2014-04-27,SFG,CLE
2014-04-27,KCR,BAL
2014-04-27,LAA,NYY
2014-04-27,LAD,COL
2014-04-27,STL,PIT
2014-04-27,SEA,TEX
2014-04-27,MIL,CHC
2014-04-27,OAK,HOU
2014-04-27,SDP,WSN
2014-04-27,TEX,SEA
2014-04-27,ARI,PHI
2014-04-27,MIA,NYM
2014-04-27,CLE,SFG
2014-04-27,BAL,KCR
2014-04-27,WSN,SDP
2014-04-27,NYM,MIA
2014-04-27,NYY,LAA
2014-04-27,TBR,CHW
2014-04-27,BOS,TOR
2014-04-27,PHI,ARI
2014-04-27,CHC,MIL
2014-04-27,CHW,TBR
2014-04-27,COL,LAD
2014-04-28,SDP,SFG
2014-04-28,CLE,LAA
2014-04-28,CHW,TBR
2014-04-28,TEX,OAK
2014-04-28,LAA,CLE
2014-04-28,COL,ARI
2014-04-28,SFG,SDP
2014-04-28,OAK,TEX
2014-04-28,ARI,COL
2014-04-28,TBR,CHW
2014-04-29,NYM,PHI
2014-04-29,TEX,OAK
2014-04-29,WSN,HOU
2014-04-29,OAK,TEX
2014-04-29,NYY,SEA
2014-04-29,PHI,NYM
2014-04-29,CLE,LAA
2014-04-29,ARI,COL
2014-04-29,SDP,SFG
2014-04-29,TOR,KCR
2014-04-29,KCR,TOR
2014-04-29,CHC,CIN
2014-04-29,HOU,WSN
2014-04-29,LAA,CLE
2014-04-29,DET,CHW
2014-04-29,CHW,DET
2014-04-29,ATL,MIA
2014-04-29,SEA,NYY
2014-04-29,MIA,ATL
2014-04-29,BOS,TBR
2014-04-29,SFG,SDP
2014-04-29,CIN,CHC
2014-04-29,COL,ARI
2014-04-29,TBR,BOS
2014-04-30,STL,MIL
2014-04-30,TEX,OAK
2014-04-30,LAD,MIN
2014-04-30,ATL,MIA
2014-04-30,SDP,SFG
2014-04-30,TOR,KCR
2014-04-30,SFG,SDP
2014-04-30,MIN,LAD
2014-04-30,CIN,CHC
2014-04-30,CHC,CIN
2014-04-30,KCR,TOR
2014-04-30,DET,CHW
2014-04-30,WSN,HOU
2014-04-30,CHW,DET
2014-04-30,LAA,CLE
2014-04-30,HOU,WSN
2014-04-30,MIA,ATL
2014-04-30,CLE,LAA
2014-04-30,OAK,TEX
2014-04-30,MIL,STL
2014-05-01,ATL,MIA
2014-05-01,TOR,KCR
2014-05-01,CIN,MIL
2014-05-01,NYM,COL
2014-05-01,MIL,CIN
2014-05-01,MIA,ATL
2014-05-01,SEA,NYY
2014-05-01,COL,NYM
2014-05-01,NYY,SEA
2014-05-01,KCR,TOR
2014-05-01 (1),MIN,LAD
2014-05-01 (1),TBR,BOS
2014-05-01 (1),BOS,TBR
2014-05-01 (1),PIT,BAL
2014-05-01 (1),BAL,PIT
2014-05-01 (1),LAD,MIN
2014-05-01 (2),BOS,TBR
2014-05-01 (2),TBR,BOS
2014-05-02,NYM,COL
2014-05-02,PIT,TOR
2014-05-02,CHC,STL
2014-05-02,LAA,TEX
2014-05-02,OAK,BOS
2014-05-02,COL,NYM
2014-05-02,BAL,MIN
2014-05-02,ATL,SFG
2014-05-02,SFG,ATL
2014-05-02,MIL,CIN
2014-05-02,PHI,WSN
2014-05-02,KCR,DET
2014-05-02,TOR,PIT
2014-05-02,STL,CHC
2014-05-02,CLE,CHW
2014-05-02,WSN,PHI
2014-05-02,BOS,OAK
2014-05-02,CHW,CLE
2014-05-02,TEX,LAA
2014-05-02,MIN,BAL
2014-05-02,LAD,MIA
2014-05-02,ARI,SDP
2014-05-02,CIN,MIL
2014-05-02,DET,KCR
2014-05-02,SDP,ARI
2014-05-02,MIA,LAD
2014-05-03,CHW,CLE
2014-05-03,CHC,STL
2014-05-03,BOS,OAK
2014-05-03,HOU,SEA
2014-05-03,TOR,PIT
2014-05-03,SEA,HOU
2014-05-03,TEX,LAA
2014-05-03,CIN,MIL
2014-05-03,STL,CHC
2014-05-03,KCR,DET
2014-05-03,WSN,PHI
2014-05-03,BAL,MIN
2014-05-03,ATL,SFG
2014-05-03,COL,NYM
2014-05-03,OAK,BOS
2014-05-03,NYM,COL
2014-05-03,SDP,ARI
2014-05-03,DET,KCR
2014-05-03,TBR,NYY
2014-05-03,LAA,TEX
2014-05-03,CLE,CHW
2014-05-03,PIT,TOR
2014-05-03,SFG,ATL
2014-05-03,MIL,CIN
2014-05-03,MIN,BAL
2014-05-03,ARI,SDP
2014-05-03,NYY,TBR
2014-05-03,PHI,WSN
2014-05-04,CLE,CHW
2014-05-04,TEX,LAA
2014-05-04,SEA,HOU
2014-05-04,WSN,PHI
2014-05-04,NYY,TBR
2014-05-04,MIA,LAD
2014-05-04,STL,CHC
2014-05-04,HOU,SEA
2014-05-04,PHI,WSN
2014-05-04,BAL,MIN
2014-05-04,SDP,ARI
2014-05-04,LAD,MIA
2014-05-04,ARI,SDP
2014-05-04,COL,NYM
2014-05-04,LAA,TEX
2014-05-04,DET,KCR
2014-05-04,MIN,BAL
2014-05-04,CHW,CLE
2014-05-04,PIT,TOR
2014-05-04,TOR,PIT
2014-05-04,TBR,NYY
2014-05-04,SFG,ATL
2014-05-04,CHC,STL
2014-05-04,NYM,COL
2014-05-04,ATL,SFG
2014-05-04,KCR,DET
2014-05-05,SEA,OAK
2014-05-05,TEX,COL
2014-05-05,COL,TEX
2014-05-05,STL,ATL
2014-05-05,OAK,SEA
2014-05-05,TOR,PHI
2014-05-05,DET,HOU
2014-05-05,LAD,WSN
2014-05-05,MIL,ARI
2014-05-05,PHI,TOR
2014-05-05,HOU,DET
2014-05-05,ATL,STL
2014-05-05,LAA,NYY
2014-05-05,WSN,LAD
2014-05-05,NYM,MIA
2014-05-05,NYY,LAA
2014-05-05,ARI,MIL
2014-05-05,MIA,NYM
2014-05-06,CHC,CHW
2014-05-06,HOU,DET
2014-05-06,LAA,NYY
2014-05-06,PIT,SFG
2014-05-06,TBR,BAL
2014-05-06,TEX,COL
2014-05-06,DET,HOU
2014-05-06,STL,ATL
2014-05-06,CHW,CHC
2014-05-06,MIN,CLE
2014-05-06,BAL,TBR
2014-05-06,NYY,LAA
2014-05-06,CLE,MIN
2014-05-06,SFG,PIT
2014-05-06,LAD,WSN
2014-05-06,MIA,NYM
2014-05-06,COL,TEX
2014-05-06,NYM,MIA
2014-05-06,MIL,ARI
2014-05-06,ATL,STL
2014-05-06,WSN,LAD
2014-05-06,SEA,OAK
2014-05-06,OAK,SEA
2014-05-06,ARI,MIL
2014-05-07,ATL,STL
2014-05-07,WSN,LAD
2014-05-07,MIA,NYM
2014-05-07,DET,HOU
2014-05-07,TBR,BAL
2014-05-07,MIL,ARI
2014-05-07,TEX,COL
2014-05-07,BAL,TBR
2014-05-07,STL,ATL
2014-05-07,PHI,TOR
2014-05-07,TOR,PHI
2014-05-07,HOU,DET
2014-05-07,NYM,MIA
2014-05-07,CLE,MIN
2014-05-07,CIN,BOS
2014-05-07,PIT,SFG
2014-05-07,MIN,CLE
2014-05-07,ARI,MIL
2014-05-07,SFG,PIT
2014-05-07,KCR,SDP
2014-05-07,NYY,LAA
2014-05-07,CHC,CHW
2014-05-07,LAA,NYY
2014-05-07,COL,TEX
2014-05-07,CHW,CHC
2014-05-07,BOS,CIN
2014-05-07,SDP,KCR
2014-05-07,LAD,WSN
2014-05-07 (2),SEA,OAK
2014-05-07 (2),OAK,SEA
2014-05-08,DET,HOU
2014-05-08,KCR,SEA
2014-05-08,PHI,TOR
2014-05-08,BAL,TBR
2014-05-08,CHW,CHC
2014-05-08,HOU,DET
2014-05-08,COL,TEX
2014-05-08,CLE,MIN
2014-05-08,TEX,COL
2014-05-08,TBR,BAL
2014-05-08,SEA,KCR
2014-05-08,TOR,PHI
2014-05-08,MIN,CLE
2014-05-08,CHC,CHW
2014-05-09,TEX,BOS
2014-05-09,WSN,OAK
2014-05-09,SEA,KCR
2014-05-09,OAK,WSN
2014-05-09,PIT,STL
2014-05-09,TBR,CLE
2014-05-09,SDP,MIA
2014-05-09,MIA,SDP
2014-05-09,COL,CIN
2014-05-09,CHW,ARI
2014-05-09,TOR,LAA
2014-05-09,NYY,MIL
2014-05-09,KCR,SEA
2014-05-09,MIN,DET
2014-05-09,CIN,COL
2014-05-09,LAD,SFG
2014-05-09,ARI,CHW
2014-05-09,BOS,TEX
2014-05-09,BAL,HOU
2014-05-09,SFG,LAD
2014-05-09,CLE,TBR
2014-05-09,DET,MIN
2014-05-09,HOU,BAL
2014-05-09,MIL,NYY
2014-05-09,LAA,TOR
2014-05-09,STL,PIT
2014-05-10,CIN,COL
2014-05-10,CHW,ARI
2014-05-10,SEA,KCR
2014-05-10,PIT,STL
2014-05-10,CLE,TBR
