"Date","next_game_Date","Player","Name","PA","BA","BIP","BABIP","LA_median","H","pitcher","strikeout_pct","pitches_per_appearance","hip_last3","next_game_HIT"
2014-03-23,2014-03-23,Andre Ethier\ethiean01,Andre Ethier,4,0.0,1.0,0.0,,2.0,502239,0.1111111111111111,89.0000000000000000,4.0,1
2014-03-23,2014-03-23,Aaron Hill\hillaa01,Aaron Hill,4,0.33333,0.33333,1.0,,0.0,547943,0.5,87.0000000000000000,0.8,0
2014-03-30,2014-03-30,Andre Ethier\ethiean01,Andre Ethier,9,0.25,1.0,0.25,,0.0,488768,0.3333333333333333,96.0000000000000000,0.6666666666666666,0
2014-03-31,2014-03-31,Aaron Hill\hillaa01,Aaron Hill,9,0.16667,0.66667,0.25,,2.0,518516,0.5,78.0000000000000000,1.1911505205576143,1
2014-04-01,2014-04-01,Shin-Soo Choo\choosh01,Shin-Soo Choo,5,0.0,0.75,0.0,,2.0,150359,0.4074074074074074,97.0000000000000000,1.0264162343479801,1
2014-04-01,2014-04-01,Aaron Hill\hillaa01,Aaron Hill,14,0.3,0.8,0.375,,0.0,430912,0.16666666666666666,99.0000000000000000,1.6642168416541674,0
2014-04-01,2014-04-01,Andre Ethier\ethiean01,Andre Ethier,13,0.16667,0.83333,0.2,,0.0,453178,0.2777777777777778,103.0000000000000000,2.0,0
2014-04-01,2014-04-01,Hunter Pence\pencehu01,Hunter Pence,5,0.0,1.0,0.0,,0.0,489119,0.5357142857142857,92.0000000000000000,0.9856785739794097,0
2014-04-01,2014-04-01,Albert Pujols\pujolal01,Albert Pujols,4,0.25,0.75,0.33333,,1.0,541640,0.5,93.0000000000000000,0.7285714285714285,0
2014-04-01,2014-04-01,Ben Zobrist\zobribe01,Ben Zobrist,5,0.0,0.5,0.0,,0.0,571800,0.3888888888888889,83.0000000000000000,0.3750234389649353,0
2014-04-02,2014-04-02,Ian Desmond\desmoia01,Ian Desmond,5,0.25,1.0,0.25,,1.0,112526,0.3684210526315789,110.0000000000000000,1.124981250937453,1
2014-04-02,2014-04-02,Jayson Werth\werthja01,Jayson Werth,5,0.2,0.6,0.33333,,4.0,112526,0.3684210526315789,110.0000000000000000,1.124981250937453,1
2014-04-02,2014-04-02,Aaron Hill\hillaa01,Aaron Hill,18,0.21429,0.78571,0.27273,,0.0,218596,0.5172413793103449,103.0000000000000000,0.8526513339999711,0
2014-04-02,2014-04-02,Ben Zobrist\zobribe01,Ben Zobrist,9,0.0,0.83333,0.0,,1.0,279824,0.4642857142857143,108.0000000000000000,0.8556140144812052,1
2014-04-02,2014-04-02,Xander Bogaerts\bogaexa01,Xander Bogaerts,4,0.33333,1.0,0.33333,,1.0,434622,0.4074074074074074,96.0000000000000000,0.930578994520491,1
2014-04-02,2014-04-02,Shin-Soo Choo\choosh01,Shin-Soo Choo,10,0.28571,0.85714,0.33333,,1.0,452718,0.4,100.0000000000000000,0.7158730158730159,1
2014-04-02,2014-04-02,Andre Ethier\ethiean01,Andre Ethier,17,0.13333,0.73333,0.18182,,2.0,475115,0.6111111111111112,100.0000000000000000,0.9499775011249438,1
2014-04-02,2014-04-02,Jason Castro\castrja01,Jason Castro,4,0.33333,0.75,0.33333,,0.0,493133,0.5,91.0000000000000000,0.75,0
2014-04-02,2014-04-02,Hunter Pence\pencehu01,Hunter Pence,9,0.0,0.875,0.0,,0.0,502239,0.32142857142857145,93.0000000000000000,2.0,0
2014-04-02,2014-04-02,Mike Zunino\zuninmi01,Mike Zunino,5,0.2,0.2,1.0,,2.0,502327,0.45,83.0000000000000000,1.2,1
2014-04-02,2014-04-02,Maicer Izturis\izturma01,Maicer Izturis,3,0.66667,1.0,0.66667,,2.0,519043,0.4444444444444444,106.0000000000000000,1.1306981942238694,1
2014-04-02,2014-04-02,Albert Pujols\pujolal01,Albert Pujols,8,0.25,0.75,0.33333,,0.0,572020,1.0,99.0000000000000000,0.2857142857142857,0
2014-04-02,2014-04-02,Brandon Phillips\phillbr01,Brandon Phillips,4,0.5,0.5,1.0,,0.0,608379,0.75,104.0000000000000000,0.6071353575178384,0
2014-04-03,2014-04-03,Hunter Pence\pencehu01,Hunter Pence,13,0.0,0.91667,0.0,,1.0,276520,0.25,82.0000000000000000,1.2197786868047555,1
2014-04-03,2014-04-03,Tony Sanchez\sanchto01,Tony Sanchez,1,1.0,1.0,1.0,,1.0,434628,0.42857142857142855,98.0000000000000000,0.8380494249339385,0
2014-04-03,2014-04-03,Neil Walker\walkene01,Neil Walker,11,0.2,0.9,0.125,,1.0,434628,0.42857142857142855,98.0000000000000000,0.8380494249339385,0
2014-04-03,2014-04-03,Aaron Hill\hillaa01,Aaron Hill,22,0.16667,0.72222,0.23077,,3.0,453311,0.6428571428571429,98.0000000000000000,1.4801026117182106,1
2014-04-03,2014-04-03,Ben Zobrist\zobribe01,Ben Zobrist,13,0.1,0.8,0.125,,2.0,453344,0.5925925925925926,87.0000000000000000,0.9176401388153638,1
2014-04-03,2014-04-03,Brandon Phillips\phillbr01,Brandon Phillips,8,0.16667,0.66667,0.25,,1.0,458681,0.8333333333333334,107.0000000000000000,1.3,1
2014-04-03,2014-04-03,Chris Colabello\colabch01,Chris Colabello,5,0.6,0.6,1.0,,2.0,500779,0.5555555555555556,109.0000000000000000,0.5166666666666667,1
2014-04-03,2014-04-03,Maicer Izturis\izturma01,Maicer Izturis,7,0.57143,1.0,0.57143,,2.0,502042,0.7222222222222222,98.0000000000000000,0.7083333333333333,1
2014-04-03,2014-04-03,Travis d'Arnaud\darnatr01,Travis d'Arnaud,7,0.0,0.5,0.0,,0.0,543699,0.5263157894736842,95.0000000000000000,0.6764602082230458,0
2014-04-03,2014-04-03,Ian Desmond\desmoia01,Ian Desmond,9,0.25,0.875,0.16667,,0.0,554430,0.3888888888888889,114.0000000000000000,1.5207161604799402,0
2014-04-03,2014-04-03,Jayson Werth\werthja01,Jayson Werth,10,0.5,0.7,0.71429,,1.0,554430,0.3888888888888889,114.0000000000000000,1.5207161604799402,1
2014-04-03,2014-04-03,Xander Bogaerts\bogaexa01,Xander Bogaerts,8,0.4,1.0,0.4,,3.0,612672,0.5555555555555556,98.0000000000000000,2.1175224986765486,1
2014-04-04,2014-04-04,Andre Ethier\ethiean01,Andre Ethier,21,0.21053,0.68421,0.30769,,2.0,285064,0.3157894736842105,94.0000000000000000,1.875,1
2014-04-04,2014-04-04,Ben Zobrist\zobribe01,Ben Zobrist,17,0.21429,0.85714,0.25,,1.0,434578,0.4074074074074074,89.0000000000000000,3.2125717548830894,0
2014-04-04,2014-04-04,Alex Avila\avilaal01,Alex Avila,8,0.25,0.5,0.5,,0.0,456068,0.15789473684210525,78.0000000000000000,2.0501350135013503,0
2014-04-04,2014-04-04,Xander Bogaerts\bogaexa01,Xander Bogaerts,12,0.55556,0.88889,0.625,,0.0,462136,0.5555555555555556,102.0000000000000000,0.5750234389649354,0
2014-04-04,2014-04-04,Daniel Murphy\murphda08,Daniel Murphy,4,0.33333,1.0,0.33333,,2.0,502190,0.2647058823529412,108.0000000000000000,1.11109861173608,1
2014-04-04,2014-04-04,Aaron Hill\hillaa01,Aaron Hill,26,0.27273,0.72727,0.375,,2.0,504379,0.7222222222222222,88.0000000000000000,0.2857142857142857,1
